Order No,Order Date,Line No,Ship To Address No,Item Code,Order Qty,Quantity Shipped
529129,1/4/2019,2,2252839,110441,1,1
529129,1/4/2019,3,2252839,1040774,1,1
529129,1/4/2019,4,2252839,1040776,1,1
529132,1/4/2019,1,43823998,10133703,1,1
529132,1/4/2019,2,43823998,10135358,2,2
529134,1/4/2019,1,2.25E+06,10098739,1,1
529134,1/4/2019,2,2.25E+06,110441,2,2
529135,1/4/2019,1,43823998,1041105,5,5
529136,1/4/2019,1,1967664,10098739,1,1
529136,1/4/2019,2,1967664,1040774,1,1
529137,1/4/2019,1,43823998,10098739,13,13
529137,1/4/2019,2,43823998,110441,4,4
529138,1/4/2019,1,1254687,10098739,12,12
529138,1/4/2019,2,1254687,110441,4,4
529138,1/4/2019,3,1254687,1029071,1,1
529138,1/4/2019,4,1254687,1040774,4,4
529138,1/4/2019,5,1254687,1040776,1,1
529138,1/4/2019,6,1254687,1041107,2,2
529138,1/4/2019,7,1254687,10106229,1,1
529139,1/4/2019,1,43823998,1039305,1,1
529140,1/4/2019,1,43823998,1040991,1,1
529142,1/4/2019,1,43823998,1039306,1,1
529144,1/4/2019,1,1995652,10098739,4,4
529144,1/4/2019,2,1995652,1040774,1,1
529146,1/4/2019,1,1995627,10098739,2,2
529146,1/4/2019,2,1995627,110441,1,1
529150,1/4/2019,1,1995602,10098739,2,2
529152,1/4/2019,1,43824779,1038324,1,1
529154,1/4/2019,1,1254691,1039306,1,1
529154,1/4/2019,2,1254691,1040992,1,1
529156,1/4/2019,1,1352917,1038323,2,2
529156,1/4/2019,2,1352917,1040992,1,1
529158,1/4/2019,1,1929235,10098739,4,4
529158,1/4/2019,2,1929235,110441,2,2
529158,1/4/2019,3,1929235,1040774,1,1
529159,1/4/2019,1,1673776,1038323,1,1
529159,1/4/2019,2,1673776,1038324,2,2
529160,1/4/2019,1,1353661,1041108,1,1
529160,1/4/2019,2,1353661,1040992,1,1
529160,1/4/2019,3,1353661,1038323,1,1
529160,1/4/2019,4,1353661,1038324,1,1
529163,1/4/2019,1,1464940,10106111,1,1
529164,1/4/2019,1,1254687,1038324,2,2
529166,1/4/2019,1,1254695,10098739,9,9
529166,1/4/2019,2,1254695,110441,4,4
529166,1/4/2019,3,1254695,1029071,1,1
529166,1/4/2019,4,1254695,1040774,3,3
529166,1/4/2019,5,1254695,1041107,1,1
529167,1/4/2019,1,1254695,10106111,1,1
529167,1/4/2019,2,1254695,1038323,1,1
529167,1/4/2019,3,1254695,1038324,1,1
529168,1/4/2019,1,1254704,10106111,16,16
529168,1/4/2019,2,1254704,1040726,10,10
529168,1/4/2019,3,1254704,1029070,10,10
529168,1/4/2019,4,1254704,1029071,10,10
529168,1/4/2019,5,1254704,1040827,10,10
529169,1/4/2019,1,1254690,1029071,1,1
529171,1/4/2019,1,1739860,10098739,1,1
529171,1/4/2019,2,1739860,1040774,1,1
529173,1/4/2019,1,1254704,1039305,5,5
529173,1/4/2019,2,1254704,1039306,9,9
529173,1/4/2019,3,1254704,1040992,5,5
529173,1/4/2019,4,1254704,1040991,4,4
529177,1/4/2019,1,1665188,1040991,1,1
529180,1/4/2019,1,1487485,1038324,1,1
529182,1/4/2019,1,1929235,1038323,1,1
529182,1/4/2019,2,1929235,1038324,1,1
529184,1/4/2019,1,1254728,1038323,1,1
529184,1/4/2019,2,1254728,1038324,1,1
529185,1/4/2019,1,1254693,1040992,1,1
529187,1/4/2019,1,2.25E+06,1038323,1,1
529187,1/4/2019,2,2.25E+06,1038324,1,1
529188,1/4/2019,1,1353661,1039305,1,1
529188,1/4/2019,2,1353661,1039306,1,1
529188,1/4/2019,3,1353661,1040827,1,1
529190,1/4/2019,1,1254692,10098739,8,8
529190,1/4/2019,2,1254692,110441,3,3
529190,1/4/2019,3,1254692,1040774,3,3
529190,1/4/2019,4,1254692,1040776,1,1
529190,1/4/2019,5,1254692,1041107,1,1
529191,1/4/2019,1,1356194,1038323,2,2
529191,1/4/2019,2,1356194,1038324,1,1
529192,1/4/2019,1,1664631,1038324,1,1
529194,1/4/2019,1,1352917,1039306,1,1
529194,1/4/2019,2,1352917,1038324,1,1
529195,1/4/2019,1,1254688,1039306,1,1
529195,1/4/2019,2,1254688,1038323,2,2
529195,1/4/2019,3,1254688,1040992,1,1
529197,1/4/2019,1,1254710,1038323,1,1
529197,1/4/2019,2,1254710,1038324,1,1
529198,1/4/2019,1,1254691,1040725,1,1
529198,1/4/2019,2,1254691,1041108,1,1
529198,1/4/2019,3,1254691,1038323,2,2
529198,1/4/2019,4,1254691,1038324,1,1
529200,1/4/2019,1,1464940,10098739,9,9
529200,1/4/2019,2,1464940,110441,4,4
529200,1/4/2019,3,1464940,1040774,2,2
529200,1/4/2019,4,1464940,1041107,1,1
529201,1/4/2019,1,1464940,1039306,1,1
529201,1/4/2019,2,1464940,1038323,2,2
529201,1/4/2019,3,1464940,1038324,1,1
529201,1/4/2019,4,1464940,1041108,1,1
529201,1/4/2019,5,1464940,1040827,1,1
529202,1/4/2019,1,1254716,1038323,2,2
529202,1/4/2019,2,1254716,1038324,3,3
529203,1/4/2019,1,1665188,1041108,1,1
529205,1/4/2019,1,1254690,1039306,1,1
529205,1/4/2019,2,1254690,1029070,1,1
529205,1/4/2019,3,1254690,1038323,4,4
529205,1/4/2019,4,1254690,1038324,2,2
529205,1/4/2019,5,1254690,1040726,1,1
529205,1/4/2019,6,1254690,1040827,1,1
529205,1/4/2019,7,1254690,1040992,1,1
529205,1/4/2019,8,1254690,1040991,1,1
529206,1/4/2019,1,1751532,1038323,1,1
529206,1/4/2019,2,1751532,1038324,1,1
529207,1/4/2019,1,1664631,10098739,6,6
529207,1/4/2019,2,1664631,1029071,1,1
529207,1/4/2019,3,1664631,1040774,1,1
529207,1/4/2019,4,1664631,1040776,1,1
529209,1/4/2019,1,1254687,1038323,3,3
529209,1/4/2019,2,1254687,1041108,1,1
529209,1/4/2019,3,1254687,1038324,1,1
529209,1/4/2019,4,1254687,1040827,1,1
529209,1/4/2019,5,1254687,1040992,1,1
529210,1/4/2019,1,1665188,10098739,4,4
529210,1/4/2019,2,1665188,1040774,2,2
529211,1/4/2019,1,1254704,1039305,1,1
529211,1/4/2019,2,1254704,1039306,2,2
529211,1/4/2019,3,1254704,1040992,3,3
529211,1/4/2019,4,1254704,1040991,2,2
529215,1/4/2019,1,1254690,10098739,9,9
529215,1/4/2019,2,1254690,110441,3,3
529215,1/4/2019,3,1254690,1029071,3,3
529215,1/4/2019,4,1254690,1040774,3,3
529215,1/4/2019,5,1254690,1040776,1,1
529215,1/4/2019,6,1254690,1041107,1,1
529216,1/4/2019,1,1751532,10098739,15,15
529216,1/4/2019,2,1751532,110441,10,10
529217,1/4/2019,1,1264951,1038323,1,1
529217,1/4/2019,2,1264951,1038324,1,1
529219,1/4/2019,1,1967664,1038323,1,1
529221,1/4/2019,1,1604938,1038323,1,1
529222,1/4/2019,1,1254693,1041108,1,1
529222,1/4/2019,3,1254693,1038323,2,2
529224,1/4/2019,1,1254728,10098739,17,17
529224,1/4/2019,2,1254728,110441,14,14
529225,1/4/2019,1,1265792,1039306,1,1
529225,1/4/2019,2,1265792,1038323,1,1
529225,1/4/2019,3,1265792,1038324,1,1
529227,1/4/2019,1,1254689,1038323,2,2
529227,1/4/2019,2,1254689,1038324,2,2
529229,1/4/2019,1,1417063,1038323,3,3
529229,1/4/2019,2,1417063,1040827,1,1
529230,1/4/2019,1,1487485,1040774,1,1
529232,1/4/2019,1,1995602,10106111,1,1
529232,1/4/2019,2,1995602,1040827,1,1
529233,1/4/2019,1,43824773,10098739,9,9
529233,1/4/2019,2,43824773,110441,4,4
529234,1/4/2019,1,1353661,1038324,1,1
529234,1/4/2019,2,1353661,1038323,1,1
529234,1/4/2019,3,1353661,1040991,1,1
529234,1/4/2019,4,1353661,1041108,1,1
529237,1/4/2019,1,1352917,1038323,2,2
529237,1/4/2019,2,1352917,1040991,1,1
529238,1/4/2019,1,1254688,1040992,2,2
529240,1/4/2019,1,1254710,110441,3,3
529241,1/4/2019,1,1664631,1038323,1,1
529243,1/4/2019,1,1254691,1039305,1,1
529243,1/4/2019,2,1254691,1040827,1,1
529243,1/4/2019,3,1254691,10105916,1,1
529245,1/4/2019,1,1417063,10098739,9,9
529245,1/4/2019,2,1417063,110441,3,3
529245,1/4/2019,3,1417063,1029071,1,1
529245,1/4/2019,4,1417063,1040774,2,2
529245,1/4/2019,5,1417063,1040776,1,1
529245,1/4/2019,6,1417063,10106229,1,1
529246,1/4/2019,1,1673776,10098739,14,14
529246,1/4/2019,2,1673776,110441,4,4
529248,1/4/2019,1,1995652,1039306,1,1
529250,1/4/2019,1,1353661,1038323,1,1
529252,1/4/2019,1,1254704,10105916,121,121
529252,1/4/2019,2,1254704,10106229,101,101
529253,1/4/2019,1,1352917,10105916,1,1
529253,1/4/2019,2,1352917,1038323,1,1
529253,1/4/2019,3,1352917,1040827,1,1
529254,1/4/2019,1,1254688,1040726,1,1
529254,1/4/2019,2,1254688,1038323,1,1
529254,1/4/2019,3,1254688,1038324,1,1
529254,1/4/2019,4,1254688,1039823,1,1
529254,1/4/2019,5,1254688,1040991,1,1
529255,1/4/2019,1,1254716,10098739,12,12
529255,1/4/2019,2,1254716,110441,14,14
529256,1/4/2019,1,1254692,1040992,2,2
529256,1/4/2019,2,1254692,1038323,2,2
529256,1/4/2019,3,1254692,1038324,2,2
529257,1/4/2019,1,1254696,1038324,1,1
529258,1/4/2019,1,2252839,1038324,1,1
529259,1/4/2019,1,1464986,10098739,2,2
529259,1/4/2019,2,1464986,110441,1,1
529260,1/4/2019,1,1850371,1039306,1,1
529260,1/4/2019,2,1850371,1038324,1,1
529260,1/4/2019,3,1850371,1038323,1,1
529261,1/4/2019,1,1408777,10105916,1,1
529262,1/4/2019,1,43824779,10098739,9,9
529262,1/4/2019,2,43824779,110441,2,2
529263,1/4/2019,1,1254696,1040776,1,1
529263,1/4/2019,2,1254696,1040774,2,2
529263,1/4/2019,3,1254696,110441,1,1
529263,1/4/2019,4,1254696,10098739,3,3
529264,1/4/2019,1,1254691,1040726,1,1
529264,1/4/2019,2,1254691,1038323,2,2
529264,1/4/2019,3,1254691,1038324,2,2
529264,1/4/2019,4,1254691,1040991,1,1
529265,1/4/2019,1,1664631,1038324,1,1
529265,1/4/2019,2,1664631,1040992,1,1
529266,1/4/2019,1,1356194,110441,15,15
529266,1/4/2019,2,1356194,10098739,13,13
529267,1/4/2019,1,1623353,1038324,1,1
529268,1/4/2019,1,1254690,1039305,1,1
529268,1/4/2019,2,1254690,1041108,1,1
529268,1/4/2019,3,1254690,1038323,1,1
529268,1/4/2019,4,1254690,1038324,1,1
529268,1/4/2019,5,1254690,1040827,1,1
529268,1/4/2019,6,1254690,1040992,1,1
529268,1/4/2019,7,1254690,1040991,1,1
529269,1/4/2019,1,1254704,1039305,1,1
529269,1/4/2019,2,1254704,1039306,2,2
529269,1/4/2019,3,1254704,1040992,5,5
529269,1/4/2019,4,1254704,1040991,4,4
529270,1/4/2019,1,1464986,10106111,1,1
529271,1/4/2019,1,1254693,1038323,1,1
529271,1/4/2019,2,1254693,1038324,1,1
529271,1/4/2019,3,1254693,1040991,1,1
529272,1/4/2019,1,1967671,1038324,1,1
529273,1/4/2019,1,1673776,1038323,1,1
529273,1/4/2019,2,1673776,1038324,1,1
529274,1/4/2019,1,1665188,1039306,1,1
529274,1/4/2019,2,1665188,1040827,1,1
529275,1/4/2019,1,1254687,1039306,1,1
529275,1/4/2019,2,1254687,1040726,1,1
529275,1/4/2019,3,1254687,1038323,3,3
529275,1/4/2019,4,1254687,1038324,2,2
529275,1/4/2019,5,1254687,10106111,1,1
529275,1/4/2019,6,1254687,10105916,1,1
529275,1/4/2019,7,1254687,1040992,1,1
529276,1/4/2019,1,1254716,1038323,2,2
529276,1/4/2019,2,1254716,1038324,2,2
529276,1/4/2019,3,1254716,1039823,1,1
529277,1/4/2019,1,1464940,1038323,1,1
529277,1/4/2019,2,1464940,1038324,1,1
529278,1/4/2019,1,1850371,10098739,2,2
529278,1/4/2019,2,1850371,1040774,2,2
529278,1/4/2019,3,1850371,1040776,1,1
529279,1/4/2019,1,1264951,1038323,1,1
529279,1/4/2019,2,1264951,1038324,1,1
529280,1/4/2019,1,1254704,1040992,2,2
529280,1/4/2019,2,1254704,1040991,3,3
529281,1/4/2019,1,1739860,1041107,1,1
529282,1/4/2019,1,1254689,10098739,6,6
529282,1/4/2019,2,1254689,110441,3,3
529282,1/4/2019,3,1254689,1029071,1,1
529283,1/4/2019,1,1408777,1040992,1,1
529284,1/4/2019,1,2252839,1039305,1,1
529285,1/4/2019,1,1254692,1039305,1,1
529285,1/4/2019,2,1254692,1041108,1,1
529285,1/4/2019,4,1254692,1040991,1,1
529285,1/4/2019,5,1254692,1040827,1,1
529286,1/4/2019,1,1254688,110441,4,4
529286,1/4/2019,2,1254688,10098739,29,29
529287,1/4/2019,1,1254716,10133703,4,4
529287,1/4/2019,2,1254716,10135358,3,3
529288,1/4/2019,1,1254696,10105916,1,1
529288,1/4/2019,2,1254696,1038323,2,2
529288,1/4/2019,3,1254696,1040992,1,1
529289,1/4/2019,1,43824056,10098739,4,4
529289,1/4/2019,2,43824056,1029071,1,1
529289,1/4/2019,3,43824056,1040774,1,1
529290,1/4/2019,1,1995627,1040726,1,1
529291,1/4/2019,1,1264951,10133703,4,4
529291,1/4/2019,2,1264951,10135358,3,3
529292,1/4/2019,1,43824773,10133703,4,4
529292,1/4/2019,2,43824773,10135358,4,4
529293,1/4/2019,1,1265792,10098739,11,11
529293,1/4/2019,2,1265792,110441,3,3
529293,1/4/2019,3,1265792,1040774,2,2
529293,1/4/2019,4,1265792,1040776,1,1
529293,1/4/2019,5,1265792,1041107,1,1
529293,1/4/2019,6,1265792,10106229,1,1
529294,1/4/2019,1,43824779,10133703,3,3
529294,1/4/2019,2,43824779,10135358,3,3
529295,1/4/2019,1,1967671,110441,1,1
529295,1/4/2019,2,1967671,10098739,1,1
529296,1/4/2019,1,1254710,10133703,4,4
529296,1/4/2019,2,1254710,10135358,3,3
529297,1/4/2019,1,1353661,1033341,1,1
529297,1/4/2019,2,1353661,10098739,5,5
529297,1/4/2019,3,1353661,110441,1,1
529297,1/4/2019,4,1353661,1040774,2,2
529298,1/4/2019,1,1673776,10133703,4,4
529298,1/4/2019,2,1673776,10135358,3,3
529299,1/4/2019,1,1477237,1040774,2,2
529299,1/4/2019,2,1477237,110441,1,1
529299,1/4/2019,3,1477237,10098739,3,3
529300,1/4/2019,1,2.25E+06,10133703,1,1
529300,1/4/2019,2,2.25E+06,10135358,2,2
529301,1/4/2019,1,2246978,10098739,2,2
529301,1/4/2019,2,2246978,1040774,2,2
529301,1/4/2019,3,2246978,1040776,1,1
529302,1/4/2019,1,1254695,10133703,4,4
529302,1/4/2019,2,1254695,10135358,4,4
529303,1/4/2019,1,1623353,10098739,1,1
529303,1/4/2019,2,1623353,110441,1,1
529303,1/4/2019,3,1623353,1040774,1,1
529304,1/4/2019,1,1352917,1040776,1,1
529304,1/4/2019,2,1352917,1040774,3,3
529304,1/4/2019,3,1352917,110441,2,2
529304,1/4/2019,4,1352917,10098739,6,6
529305,1/4/2019,1,1664631,10133703,1,1
529305,1/4/2019,2,1664631,10135358,2,2
529306,1/4/2019,1,1264951,1040774,1,1
529306,1/4/2019,2,1264951,110441,1,1
529306,1/4/2019,3,1264951,10098739,3,3
529307,1/4/2019,1,1408777,10098739,3,3
529307,1/4/2019,2,1408777,1040774,1,1
529307,1/4/2019,3,1408777,1040776,1,1
529308,1/4/2019,1,1417063,10133703,4,4
529308,1/4/2019,2,1417063,10135358,4,4
529309,1/4/2019,1,2269795,10098739,1,1
529309,1/4/2019,2,2269795,1040774,1,1
529310,1/4/2019,1,1995627,10133703,3,3
529310,1/4/2019,2,1995627,10135358,2,2
529311,1/4/2019,1,1254687,10133703,2,2
529311,1/4/2019,2,1254687,10135358,3,3
529312,1/4/2019,1,1604938,10098739,2,2
529312,1/4/2019,2,1604938,110441,1,1
529313,1/4/2019,1,2075214,110441,2,2
529313,1/4/2019,2,2075214,1040765,3,3
529313,1/4/2019,3,2075214,1041105,3,3
529313,1/4/2019,4,2075214,10106229,3,3
529314,1/4/2019,1,1995652,10133703,1,1
529314,1/4/2019,2,1995652,10135358,2,2
529315,1/4/2019,1,1255591,110441,3,3
529316,1/4/2019,1,1254691,1041107,1,1
529316,1/4/2019,2,1254691,1040776,2,2
529316,1/4/2019,3,1254691,1040774,3,3
529316,1/4/2019,4,1254691,10098739,6,6
529316,1/4/2019,5,1254691,1033341,1,1
529317,1/4/2019,1,1254696,10133703,4,4
529317,1/4/2019,2,1254696,10135358,3,3
529318,1/4/2019,1,1255583,1033341,1,1
529318,1/4/2019,2,1255583,110441,2,2
529318,1/4/2019,3,1255583,1040726,1,1
529319,1/4/2019,1,1967671,10133703,1,1
529319,1/4/2019,2,1967671,10135358,2,2
529320,1/4/2019,1,1255579,10105916,1,1
529321,1/4/2019,1,1254693,10098739,5,5
529321,1/4/2019,2,1254693,110441,2,2
529321,1/4/2019,3,1254693,1040774,2,2
529322,1/4/2019,1,1254689,10133703,4,4
529322,1/4/2019,2,1254689,10135358,4,4
529323,1/4/2019,1,1255582,10098739,3,3
529324,1/4/2019,1,1487485,10133703,1,1
529324,1/4/2019,2,1487485,10135358,2,2
529325,1/4/2019,1,1255580,10106230,1,1
529325,1/4/2019,2,1255580,10106229,1,1
529326,1/4/2019,1,1477237,10133703,3,3
529326,1/4/2019,2,1477237,10135358,2,2
529327,1/4/2019,1,1347653,1033341,1,1
529328,1/4/2019,1,1255574,1033341,1,1
529328,1/4/2019,2,1255574,1029069,1,1
529329,1/4/2019,1,1352917,10133703,4,4
529329,1/4/2019,2,1352917,10135358,3,3
529330,1/4/2019,1,1665188,10133703,1,1
529330,1/4/2019,2,1665188,10135358,2,2
529331,1/4/2019,1,1255587,1040726,1,1
529332,1/4/2019,1,1264969,10098739,2,2
529332,1/4/2019,2,1264969,110441,1,1
529332,1/4/2019,3,1264969,10106229,1,1
529333,1/4/2019,1,1408777,10133703,2,2
529333,1/4/2019,2,1408777,10135358,2,2
529334,1/4/2019,1,1265546,1033341,1,1
529335,1/4/2019,1,1353661,10133703,4,4
529335,1/4/2019,2,1353661,10135358,3,3
529336,1/4/2019,1,1332862,10106230,1,1
529337,1/4/2019,1,1353248,1033341,1,1
529338,1/4/2019,1,1254688,10133703,4,4
529338,1/4/2019,2,1254688,10135358,4,4
529339,1/4/2019,1,1352961,10106229,1,1
529340,1/4/2019,1,1623353,10133703,3,3
529340,1/4/2019,2,1623353,10135358,2,2
529341,1/4/2019,1,1353166,110441,2,2
529342,1/4/2019,1,1353098,1029071,1,1
529343,1/4/2019,1,1464940,10133703,4,4
529343,1/4/2019,2,1464940,10135358,3,3
529344,1/4/2019,1,1554503,10106229,1,1
529345,1/4/2019,1,1254692,10133703,4,4
529345,1/4/2019,2,1254692,10135358,3,3
529346,1/4/2019,1,1498107,10106229,1,1
529347,1/4/2019,1,1476759,10105916,1,1
529348,1/4/2019,1,1254691,10133703,4,4
529348,1/4/2019,2,1254691,10135358,3,3
529349,1/4/2019,1,1554575,10106230,1,1
529350,1/4/2019,1,2252839,10133703,1,1
529350,1/4/2019,2,2252839,10135358,2,2
529351,1/4/2019,1,1779624,1040827,1,1
529351,1/4/2019,2,1779624,1029071,1,1
529352,1/4/2019,1,1785351,1029070,1,1
529353,1/4/2019,1,1876925,10106229,1,1
529354,1/4/2019,1,1673780,1029071,1,1
529354,1/4/2019,2,1673780,10106229,1,1
529355,1/4/2019,1,1850371,10133703,1,1
529355,1/4/2019,2,1850371,10135358,2,2
529356,1/4/2019,1,1832989,10106229,1,1
529357,1/4/2019,1,1967664,10133703,1,1
529357,1/4/2019,2,1967664,10135358,2,2
529358,1/4/2019,1,1995602,10133703,1,1
529358,1/4/2019,2,1995602,10135358,2,2
529359,1/4/2019,1,1779500,110441,1,1
529360,1/4/2019,1,1265792,10133703,4,4
529360,1/4/2019,2,1265792,10135358,3,3
529361,1/4/2019,1,1832940,10098739,1,1
529361,1/4/2019,2,1832940,110441,1,1
529361,1/4/2019,3,1832940,10106229,1,1
529362,1/4/2019,1,2246978,10133703,1,1
529362,1/4/2019,2,2246978,10135358,2,2
529363,1/4/2019,1,1735851,110441,1,1
529363,1/4/2019,2,1735851,10106229,1,1
529364,1/4/2019,1,43824056,10133703,1,1
529364,1/4/2019,2,43824056,10135358,2,2
529365,1/4/2019,1,1953469,10105916,1,1
529365,1/4/2019,2,1953469,10106230,1,1
529366,1/4/2019,1,1604938,10135358,2,2
529366,1/4/2019,2,1604938,10133703,1,1
529367,1/4/2019,1,1832979,1029070,1,1
529367,1/4/2019,2,1832979,1029071,1,1
529368,1/4/2019,1,2269795,10133703,1,1
529368,1/4/2019,2,2269795,10135358,2,2
529369,1/4/2019,1,1953390,110441,1,1
529370,1/4/2019,1,1254690,10133703,9,9
529370,1/4/2019,2,1254690,10135358,6,6
529371,1/4/2019,1,1850370,10098739,2,2
529372,1/4/2019,1,1739860,10133703,1,1
529372,1/4/2019,2,1739860,10135358,2,2
529373,1/4/2019,1,2075088,1029071,1,1
529374,1/4/2019,1,1254693,10133703,4,4
529374,1/4/2019,2,1254693,10135358,4,4
529375,1/4/2019,1,1876883,10106229,1,1
529376,1/4/2019,1,2075217,10098739,2,2
529376,1/4/2019,2,2075217,110441,1,1
529376,1/4/2019,3,2075217,10106230,1,1
529377,1/4/2019,1,1929235,10133703,1,1
529377,1/4/2019,2,1929235,10135358,2,2
529378,1/4/2019,1,2073719,1040726,1,1
529379,1/4/2019,1,1464986,10133703,1,1
529379,1/4/2019,2,1464986,10135358,2,2
529380,1/4/2019,1,2060237,1040827,1,1
529380,1/4/2019,2,2060237,10105916,1,1
529381,1/4/2019,1,2169497,1029071,1,1
529382,1/4/2019,1,2246063,10106230,1,1
529383,1/4/2019,1,2057651,1040726,1,1
529384,1/4/2019,1,2075198,10106230,1,1
529385,1/4/2019,1,2169531,110441,1,1
529386,1/4/2019,1,2075214,10098739,1,1
529387,1/4/2019,1,2060310,10105916,1,1
529388,1/4/2019,1,2073796,10098739,1,1
529389,1/4/2019,1,2247537,10098739,1,1
529390,1/4/2019,1,2169530,10098739,1,1
529390,1/4/2019,2,2169530,1040726,1,1
529391,1/4/2019,1,2017221,10106229,1,1
529392,1/4/2019,1,2246064,1029071,1,1
529392,1/4/2019,2,2246064,1040726,1,1
529393,1/4/2019,1,2247545,10098739,2,2
529394,1/4/2019,1,2094778,10106230,1,1
529395,1/4/2019,1,2246049,1033341,1,1
529396,1/4/2019,1,2247543,10098739,5,5
529396,1/4/2019,2,2247543,110441,4,4
529397,1/4/2019,1,2246047,1033341,1,1
529397,1/4/2019,2,2246047,1029071,1,1
529398,1/4/2019,1,2252860,110441,1,1
529399,1/4/2019,1,2205145,10106229,1,1
529400,1/4/2019,1,2246066,10098739,1,1
529401,1/4/2019,1,2252887,10098739,5,5
529401,1/4/2019,2,2252887,110441,2,2
529402,1/4/2019,1,2205147,1029071,2,2
529403,1/4/2019,1,2250091,10098739,4,4
529403,1/4/2019,2,2250091,1033341,1,1
529403,1/4/2019,3,2250091,10106230,1,1
529403,1/4/2019,4,2250091,10106229,1,1
529404,1/4/2019,1,2252857,10106229,1,1
529405,1/4/2019,1,2252858,10098739,2,2
529406,1/4/2019,1,2252864,1033341,1,1
529407,1/4/2019,1,2264626,10098739,1,1
529407,1/4/2019,2,2264626,1033341,1,1
529407,1/4/2019,3,2264626,110441,1,1
529407,1/4/2019,4,2264626,10105916,1,1
529408,1/4/2019,1,2250090,10106229,1,1
529409,1/4/2019,1,2270058,10106229,1,1
529410,1/5/2019,1,43824070,1029070,1,1
529411,1/5/2019,1,43823852,1029071,1,1
529411,1/5/2019,2,43823852,10106229,1,1
529412,1/5/2019,1,2269695,1029071,1,1
529413,1/5/2019,1,2037004,10098739,4,4
529413,1/5/2019,2,2037004,1033341,1,1
529414,1/5/2019,1,43823571,10106229,1,1
529415,1/5/2019,1,43824170,10098739,1,1
529415,1/5/2019,2,43824170,1029071,1,1
529416,1/5/2019,1,43824515,10106229,1,1
529417,1/5/2019,1,43823589,10098739,1,1
529418,1/5/2019,1,1255588,110441,1,1
529419,1/5/2019,1,1442207,110441,1,1
529419,1/5/2019,2,1442207,10106230,1,1
529420,1/5/2019,1,1476247,1029071,1,1
529421,1/5/2019,1,1604097,10098739,1,1
529421,1/5/2019,2,1604097,1040726,1,1
529422,1/5/2019,1,1876882,10098739,1,1
529423,1/5/2019,1,1727417,1033341,1,1
529424,1/5/2019,1,1653099,10098739,1,1
529425,1/5/2019,1,1843928,10098739,1,1
529425,1/5/2019,2,1843928,10106111,1,1
529425,1/5/2019,3,1843928,10106229,1,1
529426,1/5/2019,1,1781738,10106229,1,1
529427,1/5/2019,1,2027378,1040726,1,1
529428,1/5/2019,1,2027427,1033341,1,1
529428,1/5/2019,2,2027427,1040827,1,1
529428,1/5/2019,3,2027427,1029069,1,1
529429,1/5/2019,1,2169508,1029069,1,1
529430,1/5/2019,1,2016291,110441,1,1
529431,1/5/2019,1,2016297,10106229,1,1
529432,1/5/2019,1,1255213,10098739,1,1
529433,1/5/2019,1,1255210,10106230,1,1
529434,1/5/2019,1,1265382,1029069,1,1
529435,1/5/2019,1,1255211,10105916,1,1
529436,1/5/2019,1,1255589,1038324,1,1
529436,1/5/2019,2,1255589,1041105,1,1
529437,1/5/2019,1,1255591,1038323,1,1
529437,1/5/2019,2,1255591,1040774,1,1
529438,1/5/2019,1,1255584,1041105,1,1
529439,1/5/2019,1,1255583,1038323,1,1
529439,1/5/2019,2,1255583,1041106,2,2
529440,1/5/2019,1,1255592,1041105,1,1
529441,1/5/2019,1,1255579,1040765,1,1
529442,1/5/2019,1,1255578,1040776,1,1
529442,1/5/2019,2,1255578,1040991,1,1
529443,1/5/2019,1,1255586,1038324,1,1
529443,1/5/2019,2,1255586,1040774,2,2
529444,1/5/2019,1,1255576,1040765,2,2
529444,1/5/2019,2,1255576,1041107,1,1
529445,1/5/2019,1,1255590,1039308,1,1
529445,1/5/2019,2,1255590,1038323,1,1
529445,1/5/2019,3,1255590,1040774,1,1
529446,1/5/2019,1,1607998,1038323,2,2
529447,1/5/2019,1,1265546,1039823,1,1
529447,1/5/2019,2,1265546,1041105,2,2
529448,1/5/2019,1,1265795,1040774,2,2
529448,1/5/2019,2,1265795,1040776,1,1
529449,1/5/2019,1,1332862,1040776,1,1
529450,1/5/2019,1,1352961,1038323,1,1
529451,1/5/2019,1,1353098,1040765,1,1
529452,1/5/2019,1,1476276,1041107,1,1
